Plot,Total_Cover,Scientific_name,Species_name,Sp_Cover,Flower,Fruit,Seedling_Only,Canopy_Cover,Intercept_Rank,Collected,Unkn_No.(MCG001),Comments,Date,Botanist,Assistant,Clean up Notes
708,"""96-100""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,Y,NA,NA,NA,,,,8/30/21,Mary-Claire,,
708,"""96-100""",Geum aleppicum,yellow avens,"""<1""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
708,"""96-100""",Helianthus grosseserratus,Saw-tooth Sunflower,"""6-25""",Y,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
708,"""96-100""",Maianthemum racemosum,feathery false lily of the valley,"""<1""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
708,"""96-100""",Phalaris arundinacea,reed canarygrass,"""26-50""",NA,NA,NA,NA,5,,,,8/30/21,Mary-Claire,,
708,"""96-100""",Poa compressa,Canada bluegrass,"""1-5""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
708,"""96-100""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
708,"""96-100""",Solidago gigantea,giant goldenrod,"""1-5""",NA,NA,NA,NA,6,,,on slope of road,8/30/21,Mary-Claire,,
708,"""96-100""",Sporobolus michauxianus,freshwater cord grass,"""26-50""",NA,Y,NA,NA,1,,,,8/30/21,Mary-Claire,,
708,"""96-100""",Symphyotrichum firmum,shining aster,"""6-25""",NA,NA,NA,NA,2,,,,8/30/21,Mary-Claire,,
709,"""96-100""",Ambrosia trifida,great ragweed,"""1-5""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
709,"""96-100""",Carex stricta,upright sedge,"""76-95""",NA,NA,NA,NA,1,,,,8/30/21,Mary-Claire,,
709,"""96-100""",Erechtites hieraciifolius,American burnweed,"""<1""",Y,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
709,"""96-100""",Pilea fontana,lesser clearweed,"""51-75""",NA,Y,NA,NA,3,,,,8/30/21,Mary-Claire,,
709,"""96-100""",Solidago gigantea,giant goldenrod,"""1-5""",Y,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
709,"""96-100""",Symphyotrichum firmum,shining aster,"""6-25""",Y,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
709,"""96-100""",Verbena hastata,swamp verbena,"""6-25""",Y,NA,NA,NA,2,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Agrostis gigantea,redtop,"""6-25""",NA,Y,NA,NA,NA,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Cirsium discolor,field thistle,"""<1""",NA,NA,Y,NA,NA,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Equisetum arvense,field horsetail,"""51-75""",NA,NA,NA,NA,4,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Geum aleppicum,yellow avens,"""<1""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Helianthus grosseserratus,Saw-tooth Sunflower,"""1-5""",Y,NA,NA,NA,2,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Impatiens capensis,jewelweed,"""1-5""",Y,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Lactuca serriola,prickly lettuce,"""<1""",NA,Y,NA,NA,NA,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Oenothera biennis,common evening primrose,"""1-5""",Y,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Phalaris arundinacea,reed canarygrass,"""26-50""",NA,NA,NA,NA,3,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Pilea fontana,lesser clearweed,"""1-5""",NA,Y,NA,NA,NA,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Solidago canadensis,Canada goldenrod,"""1-5""",Y,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Solidago gigantea,giant goldenrod,"""1-5""",NA,Y,NA,NA,5,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Sporobolus michauxianus,freshwater cord grass,"""6-25""",NA,Y,NA,NA,1,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Symphyotrichum firmum,shining aster,"""<1""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
710,"""96-100""",Symphyotrichum novae-angliae,New England aster,"""<1""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Angelica atropurpurea,purplestem angelica,"""1-5""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Barbarea vulgaris,garden yellowrocket,"""1-5""",NA,Y,NA,NA,NA,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,5,,,"possibly stricta as it is 5ft long, but only upper third is rough, 4mm W Xsect M, sheath orange, culm spongy, base pink brown",8/30/21,Mary-Claire,,
711,"""96-100""",Cirsium discolor,field thistle,"""1-5""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Equisetum arvense,field horsetail,"""51-75""",NA,NA,NA,NA,6,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Helianthus grosseserratus,Saw-tooth Sunflower,"""26-50""",Y,NA,NA,NA,1,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Impatiens capensis,jewelweed,"""6-25""",Y,NA,NA,NA,4,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Phalaris arundinacea,reed canarygrass,"""6-25""",NA,NA,NA,NA,3,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Solidago gigantea,giant goldenrod,"""6-25""",Y,NA,NA,NA,2,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Symphyotrichum firmum,shining aster,"""<1""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
711,"""96-100""",Thalictrum dasycarpum,purple meadow rue,"""<1""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
712,"""51-75""",Angelica atropurpurea,purplestem angelica,"""6-25""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
712,"""51-75""",Calamagrostis canadensis,bluejoint grass,"""6-25""",NA,Y,NA,NA,NA,,,,8/30/21,Mary-Claire,,
712,"""51-75""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,NA,,,"possibly stricta as it is 5ft long, but only upper third is rough, 4mm W Xsect M, sheath orange, culm spongy, base pink brown",8/30/21,Mary-Claire,,
712,"""51-75""",Epilobium coloratum,purpleleaf willowherb,"""<1""",NA,NA,Y,NA,NA,,,,8/30/21,Mary-Claire,,
712,"""51-75""",Geum aleppicum,yellow avens,"""<1""",NA,NA,Y,NA,NA,,,,8/30/21,Mary-Claire,,
712,"""51-75""",Impatiens capensis,jewelweed,"""6-25""",Y,NA,NA,NA,4,,,,8/30/21,Mary-Claire,,
712,"""51-75""",Phalaris arundinacea,reed canarygrass,"""1-5""",NA,NA,NA,NA,3,,,,8/30/21,Mary-Claire,,
712,"""51-75""",Pilea fontana,lesser clearweed,"""1-5""",NA,Y,NA,NA,NA,,,,8/30/21,Mary-Claire,,
712,"""51-75""",Salix interior,sandbar willow,"""1-5""",NA,NA,NA,"""51-75""",1,,,,8/30/21,Mary-Claire,,
712,"""51-75""",Solidago gigantea,giant goldenrod,"""6-25""",Y,NA,NA,NA,2,,,,8/30/21,Mary-Claire,,
713,"""26-50""",Eutrochium maculatum,Joe pye weed,"""<1""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
713,"""26-50""",Impatiens capensis,jewelweed,"""26-50""",NA,NA,NA,NA,3,,,,8/31/21,Mary-Claire,,
713,"""26-50""",Parthenocissus quinquefolia,Virginia creeper,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
713,"""26-50""",Phalaris arundinacea,reed canarygrass,"""6-25""",NA,NA,NA,NA,4,,,,8/31/21,Mary-Claire,,
713,"""26-50""",Poa pratensis,Kentucky bluegrass,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
713,"""26-50""",Salix interior,sandbar willow,"""1-5""",NA,NA,NA,"""51-75""",1,,,,8/31/21,Mary-Claire,,
713,"""26-50""",Solidago canadensis,Canada goldenrod,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
713,"""26-50""",Sporobolus michauxianus,freshwater cord grass,"""1-5""",NA,NA,NA,NA,2,,,,8/31/21,Mary-Claire,,
714,"""26-50""",Carex stricta,upright sedge,"""6-25""",NA,NA,NA,NA,4,,,,8/31/21,Mary-Claire,,
714,"""26-50""",Epilobium coloratum,purpleleaf willowherb,"""<1""",NA,Y,NA,NA,NA,,,,8/31/21,Mary-Claire,,
714,"""26-50""",Impatiens capensis,jewelweed,"""26-50""",NA,NA,NA,NA,3,,,,8/31/21,Mary-Claire,,
714,"""26-50""",Pilea fontana,lesser clearweed,"""<1""",NA,Y,NA,NA,NA,,,,8/31/21,Mary-Claire,,
714,"""26-50""",Salix interior,sandbar willow,"""<1""",NA,NA,NA,"""6-25""",1,,,,8/31/21,Mary-Claire,,
714,"""26-50""",Sporobolus michauxianus,freshwater cord grass,"""6-25""",NA,NA,NA,NA,2,,,,8/31/21,Mary-Claire,,
715,"""96-100""",Carex stricta,upright sedge,"""51-75""",NA,NA,NA,NA,2,,,,8/30/21,Mary-Claire,,
715,"""96-100""",Doellingeria umbellata,tall white aster,"""1-5""",NA,NA,NA,NA,3,,,Doellingeria umbellata,8/30/21,Mary-Claire,,
715,"""96-100""",Epilobium coloratum,purpleleaf willowherb,"""<1""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
715,"""96-100""",Sporobolus michauxianus,freshwater cord grass,"""51-75""",NA,Y,NA,NA,1,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Arnoglossum plantagineum,groovestem Indian plantain,"""1-5""",NA,NA,Y,NA,5,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Carex stipata,awlfruit sedge,"""6-25""",NA,NA,NA,NA,3,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Carex stricta,upright sedge,"""1-5""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Epilobium coloratum,purpleleaf willowherb,"""6-25""",NA,Y,NA,NA,2,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Erechtites hieraciifolius,American burnweed,"""1-5""",NA,Y,NA,NA,NA,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Eutrochium maculatum,Joe pye weed,"""<1""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Galium triflorum,fragrant bedstraw,"""1-5""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Hasteola suaveolens,false Indian plantain,"""6-25""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Helenium autumnale,sneezeweed,"""1-5""",NA,NA,NA,NA,4,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Poa compressa,Canada bluegrass,"""1-5""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Rudbeckia subtomentosa,sweet coneflower,"""1-5""",NA,NA,Y,NA,NA,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Solidago canadensis,Canada goldenrod,"""<1""",NA,NA,Y,NA,NA,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Sporobolus michauxianus,freshwater cord grass,"""76-95""",NA,Y,NA,NA,1,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Symphyotrichum lateriflorum,calico aster,"""6-25""",NA,NA,NA,NA,NA,,,,8/30/21,Mary-Claire,,
716,"""96-100""",Verbena hastata,swamp verbena,"""1-5""",NA,NA,Y,NA,NA,,,,8/30/21,Mary-Claire,,
717,"""96-100""",Arnoglossum atriplicifolium,pale Indian plantain,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Asclepias syriaca,common milkweed,"""6-25""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Carex stricta,upright sedge,"""1-5""",NA,NA,NA,NA,3,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Cirsium discolor,field thistle,"""6-25""",NA,Y,NA,NA,NA,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Cornus racemosa,gray dogwood,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Helianthus hirsutus,hairy sunflower,"""1-5""",Y,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Impatiens capensis,jewelweed,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Monarda fistulosa,wild bergamot,"""6-25""",NA,Y,NA,NA,NA,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,Y,NA,NA,NA,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Smilax herbacea,smooth carrionflower,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Solidago canadensis,Canada goldenrod,"""51-75""",Y,NA,NA,NA,2,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Sporobolus michauxianus,freshwater cord grass,"""6-25""",NA,Y,NA,NA,1,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Thalictrum dasycarpum,purple meadow rue,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Toxicodendron radicans,eastern poison ivy,"""6-25""",NA,NA,NA,NA,4,,,,8/31/21,Mary-Claire,,
717,"""96-100""",Veronicastrum virginicum,Culver's root,"""<1""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Alliaria petiolata,garlic mustard,"""6-25""",NA,NA,NA,NA,4,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Ambrosia trifida,great ragweed,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,Y,NA,NA,NA,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Geum canadense,white avens,"""<1""",NA,NA,Y,NA,NA,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Hackelia virginiana,beggarslice,"""1-5""",NA,Y,NA,NA,NA,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Helianthus strumosus,paleleaf woodland sunflower,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Impatiens capensis,jewelweed,"""6-25""",NA,NA,NA,NA,3,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Prunus serotina,black cherry,"""<1""",NA,NA,Y,NA,NA,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Quercus macrocarpa,bur oak,NA,NA,NA,NA,"""26-50""",NA,,,almost dead very old oak,8/31/21,Mary-Claire,,
718,"""51-75""",Rhamnus cathartica,common buckthorn,"""<1""",NA,NA,Y,NA,NA,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Rubus occidentalis,black raspberry,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,1,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Solidago gigantea,giant goldenrod,"""6-25""",Y,NA,NA,NA,2,,,,8/31/21,Mary-Claire,,
718,"""51-75""",Vitis riparia,riverbank grape,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Ageratina altissima,white snakeroot,"""6-25""",Y,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Galium triflorum,fragrant bedstraw,"""6-25""",NA,Y,NA,NA,4,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Hackelia virginiana,beggarslice,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Helianthus grosseserratus,Saw-tooth Sunflower,"""1-5""",NA,NA,NA,NA,2,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Helianthus strumosus,paleleaf woodland sunflower,"""1-5""",NA,Y,NA,NA,NA,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Impatiens capensis,jewelweed,"""26-50""",Y,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Oxalis dillenii,slender yellow woodsorrel,"""1-5""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Phalaris arundinacea,reed canarygrass,"""6-25""",NA,NA,NA,NA,1,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Pilea fontana,lesser clearweed,"""1-5""",NA,Y,NA,NA,NA,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,3,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Symphyotrichum lanceolatum,white panicled American aster,"""6-25""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
719,"""76-95""",Viola sp.,voilet sp.,"""6-25""",NA,NA,NA,NA,NA,,,,8/31/21,Mary-Claire,,
720,"""96-100""",Acalypha rhomboidea,common threeseed mercury,"""6-25""",NA,NA,NA,NA,3,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Agrostis gigantea,redtop,"""26-50""",NA,Y,NA,NA,2,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Carex stricta,upright sedge,"""6-25""",NA,NA,NA,NA,4,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Cornus racemosa,gray dogwood,"""26-50""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Erechtites hieraciifolius,American burnweed,"""6-25""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Lycopus americanus,Water Horehound,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Lycopus uniflorus,northern bugleweed,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Oxalis dillenii,slender yellow woodsorrel,"""1-5""",NA,Y,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Persicaria hydropiperoides,swamp smartweed,"""1-5""",Y,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Persicaria punctata,dotted smartweed,"""1-5""",NA,NA,NA,NA,5,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Poa compressa,Canada bluegrass,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Pycnanthemum virginianum,mountain mint,"""6-25""",Y,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Sphenopholis intermedia,slender wedgescale,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Symphyotrichum firmum,shining aster,"""26-50""",NA,NA,NA,NA,1,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Tradescantia ohiensis,bluejacket,"""1-5""",Y,Y,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Unknown grass,Unknown grass,"""<1""",NA,NA,NA,NA,NA,Y,,"very hairy grass stiff 3mm long, 4.5mmW 2ft H, folded leaves, ligule 1mm membrane with 1mm hairs, stems purple above nose, picture",7/13/21,Mary-Claire,,
720,"""96-100""",Verbena urticifolia,white vervain,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Veronicastrum virginicum,Culver's root,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
720,"""96-100""",Viola sp.,voilet sp.,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
721,"""96-100""",Agrostis gigantea,redtop,"""<1""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Carex stricta,upright sedge,"""51-75""",NA,NA,NA,NA,1,,,,7/14/21,Isaac,,
721,"""96-100""",Cirsium muticum,swamp thistle,"""1-5""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Erechtites hieraciifolius,American burnweed,"""6-25""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Erigeron strigosus,prairie fleabane,"""1-5""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Fragaria virginiana,Wild Strawberry,"""6-25""",NA,NA,NA,NA,2,,,,7/14/21,Isaac,,
721,"""96-100""",Monarda fistulosa,wild bergamot,"""<1""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Oenothera biennis,common evening primrose,"""<1""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Oxalis stricta,common yellow oxalis,"""1-5""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Pycnanthemum virginianum,mountain mint,"""<1""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Rosa arkansana,prairie rose,"""1-5""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Symphyotrichum novae-angliae,New England aster,"""<1""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Tradescantia ohiensis,bluejacket,"""<1""",Y,Y,NA,NA,NA,,,,7/14/21,Isaac,,
721,"""96-100""",Viola sp.,voilet sp.,"""<1""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
722,"""76-95""",Achillea millefolium,common yarrow,"""<1""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Barbarea vulgaris,garden yellowrocket,"""26-50""",NA,NA,NA,NA,4,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Cornus racemosa,gray dogwood,"""51-75""",NA,NA,NA,NA,1,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Dichanthelium leibergii,Leiberg's panicum,"""1-5""",NA,Y,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Erechtites hieraciifolius,American burnweed,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Erigeron annuus,eastern daisy fleabane,"""<1""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Fragaria virginiana,Wild Strawberry,"""<1""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Monarda fistulosa,wild bergamot,"""6-25""",NA,NA,NA,NA,3,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Oenothera biennis,common evening primrose,"""26-50""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Populus tremuloides,quaking aspen,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Pycnanthemum virginianum,mountain mint,"""<1""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Rosa arkansana,prairie rose,"""6-25""",NA,Y,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Rudbeckia hirta,blackeyed Susan,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Solidago canadensis,Canada goldenrod,"""26-50""",NA,NA,NA,NA,2,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Solidago juncea,early goldenrod,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Spiraea alba,white meadowsweet,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Tradescantia ohiensis,bluejacket,"""1-5""",Y,Y,NA,NA,NA,,,,7/13/21,Mary-Claire,,
722,"""76-95""",Elymus villosus,hairy wildrye,"""<1""",NA,NA,NA,NA,NA,Y,,"reminiscent of corn, yellowish , stem glabrous and compressed, sheath wraps around stem is open, leaves minutely pubescent 12mm wide, ligule densely hairy",7/13/21,Mary-Claire,,
722,"""76-95""",Viola sp.,voilet sp.,"""1-5""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
723,"""96-100""",Carex stricta,upright sedge,"""26-50""",NA,NA,NA,NA,2,,,,7/14/21,Isaac,,
723,"""96-100""",Cornus racemosa,gray dogwood,"""1-5""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
723,"""96-100""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,Y,NA,NA,,,,7/14/21,Isaac,,
723,"""96-100""",Eryngium yuccifolium,button eryngo,"""6-25""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
723,"""96-100""",Fragaria virginiana,Wild Strawberry,"""6-25""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
723,"""96-100""",Helenium autumnale,sneezeweed,"""1-5""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
723,"""96-100""",Oenothera biennis,common evening primrose,"""1-5""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
723,"""96-100""",Poa compressa,Canada bluegrass,"""<1""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
723,"""96-100""",Pycnanthemum virginianum,mountain mint,"""6-25""",Y,NA,NA,NA,3,,,,7/14/21,Isaac,,
723,"""96-100""",Rosa arkansana,prairie rose,"""6-25""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
723,"""96-100""",Spiraea alba,white meadowsweet,"""6-25""",Y,NA,NA,NA,NA,,,,7/14/21,Isaac,,
723,"""96-100""",Symphyotrichum firmum,shining aster,"""1-5""",NA,NA,NA,NA,NA,,,,7/14/21,Isaac,,
723,"""96-100""",Muhlenbergia mexicana,Mexican muhly,"""1-5""",NA,NA,NA,NA,NA,,,two tone ,7/14/21,Isaac,,
723,"""96-100""",Veronicastrum virginicum,Culver's root,"""1-5""",Y,NA,NA,NA,1,,,,7/14/21,Isaac,,
724,"""76-95""",Achillea millefolium,common yarrow,"""<1""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
724,"""76-95""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,NA,Y,,canescens,7/13/21,Mary-Claire,,verify
724,"""76-95""",Dichanthelium acuminatum,tapered rosette grass,"""1-5""",NA,Y,NA,NA,3,,,,7/13/21,Mary-Claire,,
724,"""76-95""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
724,"""76-95""",Euthamia graminifolia,flat-top goldentop,"""26-50""",NA,NA,NA,NA,1,,,,7/13/21,Mary-Claire,,
724,"""76-95""",Geum aleppicum,yellow avens,"""1-5""",NA,Y,NA,NA,NA,,,,7/13/21,Mary-Claire,,
724,"""76-95""",Helenium autumnale,sneezeweed,"""<1""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
724,"""76-95""",Helianthus pauciflorus,stiff sunflower,"""<1""",NA,NA,NA,NA,NA,,,,7/13/21,Mary-Claire,,
